date,query,user,label,tweet
"Oct 12, 2023 · 7:52 PM UTC",#indiastandswithisrael,@cinesanjeev,,Yes! #IndiaStandsWithIsrael
"Oct 11, 2023 · 11:07 PM UTC",#hamasattack,@matt_2033,,Israel is the front line of the West' | The Caroline Glick Show #shorts #hamasattack - YouTube https://piped.video/shorts/e0t2hLRsruk
"Oct 19, 2023 · 11:25 PM UTC",#standwithisrael,@LionessOfPersia,,"Die #AfD in #Berlin steigt um 5 Prozentpunkte seit dem #Ausschreitungen der #Hamasidiot/en. #DieLinke, #SPD und #FDP verlieren an Zustimmung.  #Hamas #HamasisISIS #StandWithIsrael #Israel #Palestine #Antisemitismus"
"Oct 15, 2023 · 11:51 PM UTC",#israelpalestinewar,@marceprs,,"Miembros de LGTB+, mujeres, agnósticos, etc; apoyando a HAMAS… nos merecemos todo #gaza #IsraelPalestineWar #IsraelGazaWar"
"Oct 15, 2023 · 2:30 PM UTC",#isupportpalestine,@ahsan_al_ansar,,#IsupportPalestine 🇵🇸 I love my India 🇮🇳 happy fastball jogi ji
"Oct 21, 2023 · 11:51 PM UTC",#hamas,@Sarahconteqqc,,#Gaza #Hamas Vous êtes tous bercés par le Hamas à croire qu’ils disent la vérité pfff à vomir 🤢
"Oct 14, 2023 · 9:20 AM UTC",#indiastandswithpalestine,@mdzishan0786,,Inshallah esa hi nikhar teri sath pusto ko milega  #IStandWithPalestine #IsraelTerrorists #Hamas #IndiaStandsWithPalestine
"Oct 8, 2023 · 11:46 PM UTC",#standwithisrael,@brian_chappell1,,#StandWithIsrael
"Oct 21, 2023 · 8:30 PM UTC",#hamasattack,@nanana365media,,"🔴ISRAEL 🇮🇱-PALESTINE 🇵🇸| If the #hamasattack justified the anger of #Israel, the blindness in the response shocks as much around the world : France, UK, USA, Italia, Algeria, Malaysia, Egypt, Iran, Morocco, Indonesia, Canada... everywhere, people call to stop the #Gaza_Genocide."
"Oct 7, 2023 · 11:58 PM UTC",#israel,@BishopPOEvang,,"#BREAKING A direct missile🚀hit in the Barzily Hospital in Ashkelon, they don't care about doctors or wounded civilians.  #AlJazeera #America #BBC #BenjaminNetanyahu #CNN #EmmanuelMacron #Gaza #Hamas #Israel #IsraelUnderAttack #Jerusalem #Palestine #Palestinian #POTUS #TelAviv #TelAvivNetanyahu #IDF"
"Oct 19, 2023 · 11:55 PM UTC",#palestine,@AbeerNawafSul,,Little child severely shaking from fear because of bombing by #Israel #Gaza #Palestine #free #babies #baby #genocideingaza #GazaUnderAttack #world
"Oct 13, 2023 · 7:54 PM UTC",#standwithpalestine,@AdemMetan,,"Gazze’de, 614'ü çocuk olmak üzere 1900 insan hayatını kaybetti."
"Oct 8, 2023 · 10:27 PM UTC",#standwithpalestine,@mesalmanqamar,,"My name is Salman Qamar, I’m from Pakistan and I #standwithPalestine #SupportGaza 🇵🇸🇵🇰 #FreePalastine #Palestinian #الأهلي_الاتحاد #طوفان_الاقص #طوفان_القدس"
"Oct 17, 2023 · 9:29 PM UTC",#hamasattack,@qipqa,,سؤال هل يجوز التقرب الى الله بكل من طبع مع الاحتلال الصهيوني. #طوفان_الأقصى #طوفان_القدس #Israel #Hammas #hamasattack #مستشفى_المعمداني #GazaAttack #غزة_تحت_القصف
"Oct 9, 2023 · 11:53 PM UTC",#palestine,@YahyaRaaby,,"If ‘X’ had existed in the time of the Prophet ﷺ during the battle of Al-Ahzaab when all the confederates came together to attack the Muslims and destroy the city of the Prophet ﷺ, the hypocrites would have written posts of the kind we read today about #Palestine:   “Madina is not my cause!”  “Why don't we hand over Madina to them?”  “Is it reasonable for us to confront all these parties?”  “The Jews of Banu Nadir have a historical right to Madina!”  “There are more important things than defending Madina!”  Hypocrisy is a way of life and not just a reaction to events that change with time and place.  Different people, different time, different place and the same reaction.   Just think about that.   May Allah protect us"
"Oct 25, 2023 · 10:22 PM UTC",#hamasattack,@melhameikubraa,,🔴El kassamın attığı füzenin  tel aviv'de açtığı çukur  Yani ağır silahlar kullanılmaya başlandı.  #Gazabombing #Gaza_Genocide #Hamas #Gaza #PalestinianGenocide #GazaGenocides #hamasattack #Hamas #hamasattack #Israel
"Oct 16, 2023 · 11:28 PM UTC",#standwithpalestine,@hatescapitalism,,Don’t look away. This is genocide. Don’t deny it. Don’t be a coward. Deal with this reality—the reality of what the U.S. & other Western governments fully FUND & support in every possible way. 💔😥🇵🇸 #FreePalestine 🇵🇸 #StandWithPalestine 🇵🇸
"Oct 9, 2023 · 4:38 PM UTC",#indiastandswithpalestine,@subee_10,,"*நாட்டு ⚖️ நடப்பு*  *♨️ பாலஸ்தீனத்தை அபகரித்து, அநீதியாக #இஸ்ரேல் உருவான போது, அதனுடன் தூதரக உறவு கொள்ளாமல், அதை ஒரு நாடாகவே ஏற்காமல் நிராகரித்த வரலாறு கொண்ட நாடு இந்தியா.*  *அந்த மரபின் படி #IndiaStandsWithPalestine என்பதே சரி. இஸ்ரேல் பக்கம் நிற்கும் பாஜகவை நிராகரிப்போம்.*"
"Oct 8, 2023 · 2:30 PM UTC",#indiastandswithpalestine,@md_ammar_8271,,क्या ये बेगुनाह मासूम बच्चे आतंकवादी थे। ?? @anjanaomkashyap @RubikaLiyaquat ?? #Israel #Iran #Hamas #IndiaStandsWithPalestine
"Oct 17, 2023 · 11:44 PM UTC",#hamasattack,@saleemegypt,,#Gaza #IsraelGazaWar #HamasisISIS #hamasattack
"Oct 20, 2023 · 6:07 PM UTC",#indiastandswithisrael,@Ayushsharm8384,,Pray for israel and I know israel will win the fight #IndiaStandsWithIsrael
"Oct 15, 2023 · 5:54 PM UTC",#stophamas,@belcastrotw,,It’s a great Mitzvah to be happy always  (Re’eh 5778) #StandWithIsrael #IsraelUnderAttack #StopHamas #IsraelFightsTerror #HamasTerrorist #IStandWithIsrael
"Oct 8, 2023 · 10:08 PM UTC",#standwithpalestine,@Basharsabbah,,But we are proud. #standwithPalestine
"Oct 14, 2023 · 3:50 AM UTC",#stopisrael,@TenniBelkis,,#StopIsrael
"Oct 9, 2023 · 9:24 PM UTC",#stophamas,@Catbendzick,,#StopHamas
"Oct 8, 2023 · 11:56 PM UTC",#hamasattack,@ywakrahS,,"#Israel #idf soldiers laughing about raping Palestinian girls , and killing unarmed men m children   عساكر من جيش الاحتلال يضحكون وفرحين باغتصاب طفله فلسطينية ١٦ عام وقتل رجال عزل واطفال  #طوفان_الأقصى #hamasattack #FreePalastine #Israel_under_attack"
"Oct 18, 2023 · 3:10 PM UTC",#isupportpalestine,@_Brar,,"Its a shame that most of the Indian are supporting Israel just because Palestine is a muslim country They’re not supporting any humanity, if they really care about humanity they would’ve supported Palestine when Israel was bombing them even before Hamas attacks #ISupportPalestine"
"Oct 22, 2023 · 9:34 PM UTC",#isupportpalestine,@SaeemShaikh05,,All the blinders have to answer in the aakhira... So shame they are not aware of this.   #PalestinianGenocide #Palestine #ISupportPalestine #HumanityFirst
"Oct 26, 2023 · 11:35 PM UTC",#hamasterrorists,@israelrouydad,,گروهی از مرزبانهای مسلمان بَدَوی (Beduin) که در  مرزبانی اسرائیل شانه به شانه در ‌کنار همرزمان یهودی شون از امنیت کشور دفاع می‌کنند. به افتخار شون یک ❤️ در کامنت. سپاس از شما #ישראל_נלחמת #HamasTerrorists #حماس_هي_داعش
"Oct 22, 2023 · 6:54 PM UTC",#israel,@TheMossadIL,,"Hamas city planning goes - high school, elementary school, preschool, rocket launcher."
"Oct 15, 2023 · 2:25 PM UTC",#indiastandswithpalestine,@MohdSha71251283,,"फ़िलिस्तीन का झंडा तिरंगा के साथ लगाया हूं, मैं फ़िलिस्तीन के साथ खड़ा हूं और हमेशा खड़ा रहूंगा। - बैरिस्टर @asadowaisi #AIMIM #असदुद्दीनओवैसी #Palestine #IsraelPalestineConflict #PalestineLivesMatter #IndiaStandsWithPalestine #Yogi"
"Oct 23, 2023 · 11:57 PM UTC",#hamas,@a_abes,,"I'm sorry for you pain. too many resources invested in war machines, rather than curing cancer or making a better world.  Stay away from anyone affiliated with #Hamas. @IDF has been using the videos they took during attack to locate and target all members of nucba force."
"Oct 10, 2023 · 11:24 PM UTC",#israelunderattack,@100rabhsingh781,,Israel effect👹  The visuals from Gaza after the Air strike from Israel🔥  Israel will not stop now🥵  Palestine | Palestinian | Netanyahu | Hamas   #Israel #IsraelUnderAttack #Palestinian #IsraelPalestineWar #Palestine #Gaza #Hamas #HamasTerrorism
"Oct 15, 2023 · 7:13 PM UTC",#indiastandswithisrael,@Star1Chinmay,,@RanaAyyub  again i tell you go to the Gaza & check  reality & take place in Hamas in this war  Bcoz we all know u r all ways tweeted fake video photo & allways spread violance & all ways given heat speech  against non Muslim community 😂 #IndiaStandsWithIsrael
"Oct 25, 2023 · 6:38 PM UTC",#isupportpalestine,@Armankh09652552,,मेरी नज़र मे इन मासूमो का कातिल और गुनहगार जितना आतंकी इजराइल अमेरिका इंग्लैंड फ्रांस है!!  उतना ही इन का गुनहगार वो मुस्लिम मुल्क हैं जिन्होने इजराइली आतंक के खिलाफ अपनी आंखे और जुबान बंद कर ली हैं!! #ISupportPalestine #SaveGaza #IsraelIsATerroriststa #NetanyahuIsAwarCriminallll
"Oct 7, 2023 · 11:18 PM UTC",#indiaiswithisrael,@Koham1111,,#BharatIsWithIsrael #IndiaIsWithIsrael   Destroy Hamas and its enablers. Let this action be so punitive that t3rr0r!sts and their 72 hoors do not to get enjoy in their beloved hell-jannat.  https://nitter.no-logs.com/i/broadcasts/1lDGLPdaYwQGm
"Oct 22, 2023 · 11:50 PM UTC",#hamas,@CultureKill,,#Hamas uses children as shields then for propaganda
"Oct 14, 2023 · 11:04 PM UTC",#israelunderattack,@techjunkiejh,,"On the Front Lines, an Israeli University Grieves and Readies for War https://www.nytimes.com/2023/10/14/world/asia/ben-gurion-university-israel-attack.html?smid=tw-share #MiddleEast #ModernWarfare #geopolitics #Israel #IsraelUnderAttack #Hamas"
"Oct 14, 2023 · 5:11 PM UTC",#indiastandswithpalestine,@atherkh,,One of the oldest maps of #Palestine #Gazagenocide #StopGazaNakba #ZionismIsTerrorism #ZionistsAreTheRealTerrorists #IndiaStandsWithPalestine
"Oct 13, 2023 · 2:09 PM UTC",#stophamas,@JohannaRdrgz,,"La #TerceraGuerraMundial se está cuajando poco a poco. La guerra entre #Rusia y #Ucrania ha sido sólo un aperitivo comparado con la guerra entre #Israel y #Palestina. Esto ya nos afecta a todos, y como siempre pagan los q menos culpa tienen. #StopTheWar #StopTerrorism #StopHamas"
"Oct 7, 2023 · 9:55 PM UTC",#israelpalestinewar,@jasmine201515,,#突发 以色列：針對#Gaza目標的攻擊已經開始，但在#Palastinians對以色列平民男女和兒童所做的恐怖以及他們的殘酷屠殺之後，人們預計懲罰可能會如此嚴厲，以至於巴勒斯坦可能會被徹底消滅。 #Israel_under_attack #IsraelPalestineWar
"Oct 10, 2023 · 11:43 PM UTC",#standwithpalestine,@MdAarifs,,Atal ji was with Palestinians. #StandWithPalestine
"Oct 21, 2023 · 6:15 PM UTC",#stopisrael,@324cat,,"70.000 persones segons els organitzadors i 19.000 segons la Guàrdia Urbana de Barcelona han participat en la manifestació per demanar ""la fi del genocidi a Palestina"" https://www.ccma.cat/324/manifestacio-en-marxa-a-barcelona-per-demanar-la-fi-del-genocidi-a-palestina/noticia/3256588/ https://www.ccma.cat/324/manifestacio-en-marxa-a-barcelona-per-demanar-la-fi-del-genocidi-a-palestina/noticia/3256588/"
"Oct 13, 2023 · 11:59 PM UTC",#freepalestine,@AbaZar0413,,#FreePalestine #طوفان_الاقصى_
"Oct 26, 2023 · 11:54 PM UTC",#palestine,@Hippie_Slayer1,,This Is What Really Happened in Israel https://invidious.poast.org/shorts/usApOFcB2LU?si=zNDbgG3mP-pl-K3k via @YouTube #Palestine #FreePalenstine #Istandwithisreal
"Oct 11, 2023 · 6:25 AM UTC",#stopisrael,@nagihankocadag,,#GazzeÖlüyor #stopIsrael
"Oct 19, 2023 · 8:38 PM UTC",#isupportpalestine,@ArnisShameem,,"Wallahi! Who ever support them or praise these munaafiqs, they're supporting them unknowingly for Israel.   #ISupportPalestine"
"Oct 14, 2023 · 7:51 PM UTC",#isupportpalestine,@Hamnaasaghir,,"Gaza is burning, Palestinians are suffering.  #PalestineLivesMatter #ISupportPalestine"
"Oct 15, 2023 · 1:13 PM UTC",#isupportisrael,@ManojMi71626363,,राहुल सेना उस आतंकवादी हमास का समर्थन कर रहा है जिसने गर्भवती महिला का पेट फाड़ के अजन्मे बच्चे के सिर पे चाकू मारा है। पिशाच समर्थक मुर्दाबाद #ISupportIsrael #HamasTerrorist
"Oct 23, 2023 · 11:57 PM UTC",#israelpalestinewar,@PacGeopolitics,,"What is outrageous is that Israel is not targeting Hamas, it is targeting 2.3 million innocent Palestinian civilians.  #IsraelPalestineWar"
"Oct 16, 2023 · 7:56 PM UTC",#indiastandswithisrael,@AliBdrALG,,In india 🇮🇳 they worship cows🐄. #IndiaStandsWithIsrael !!! Why? but in #IsraelTerrorists  they eat the Lord of the indians roasted!!! 🤔🤔🤔 #IsraeliWarCrimes #state_of_terror
"Oct 9, 2023 · 4:25 PM UTC",#isupportpalestine,@shoebsn124,,Ye palestine k bacche hain jha✌ #ISupportPalestine #FreePalastine
"Oct 16, 2023 · 9:49 PM UTC",#standwithpalestine,@Premiersaad,,اکاونٹ اڑتا ہے تو اڑ جاۓ ایک اکاونٹ فلسطین کے۔نام 🇦🇪❤🇵🇰  #غزة_الآن #IsraelGazaWar #GazaCity #IsraelTerrorists #FreePalestine_Now #FreePalestine #PalestineLivesMatter #standwithpalestine #Israel #IraniansStandWithIsreal #Turkey #Iran #Hamas @Israel
"Oct 12, 2023 · 11:58 PM UTC",#hamas,@taiterstan,,The alleged #WarCrimes of #Hamas are child's play compared to the war crimes perpetrated for  60-years by the mighty & immoral #Zionist occupation troops.
"Oct 23, 2023 · 11:27 PM UTC",#standwithisrael,@goupil_malin,,Nice job ! Don’t send him back to France please we have too many assholes like him. If you could kindly jail him in Guantanamo I would cheer and open a subscription to protect the American taxpayer. #StandWithIsrael
"Oct 13, 2023 · 10:17 PM UTC",#indiastandswithisrael,@ABW_8,,الصوره تصف حال الهنود مع الصهاينه ..   #IndiaStandsWithIsrael
"Oct 19, 2023 · 11:56 PM UTC",#israel,@FOX23News,,"#WATCH: @POTUS to pitch Americans on need to fund #Israel, #Ukraine wars https://trib.al/mu5iTd6"
"Oct 17, 2023 · 9:32 PM UTC",#stophamas,@nastya777999,,#stopHAMAS❕️❕️❕️🙏🙏
"Oct 10, 2023 · 7:05 PM UTC",#stophamas,@BRIANMBILI5,,"They just found dozens of babies, some with their heads cut off. Families completely gunned down in their beds.   Hamas beheaded babies.  There are no words for this.  #ProtectIsrael #StopHamas"
"Oct 8, 2023 · 7:47 AM UTC",#freepalestine,@Bob_cart124,,"I know it's hard for people to understand this fact, so I'll speak slow..  PALESTINIANS.  HAVE.  A.  RIGHT. TO.  DEFEND.   THEMSELVES.   How or when they choose to defend themselves is none of yours, my or anyone else's damn business. They are an occupied people trapped under an apartheid regime.    The days of Arab blood being worthless must come to an end."
"Oct 19, 2023 · 11:54 PM UTC",#hamas,@anagallardocs,,"🇪🇸🇺🇸🇪🇺🇺🇦🇮🇱October 19 2023 Only one way out from hell, 602 days from 🇷🇺Putin´s attack or 1´5 million innocents #Gaza´s leaders  Terrorist governments resign but 1000 thousand billions good business #Hamas/#Putin  weapons and international terrorism would end 🇮🇱Exit is Defence👨‍👩‍👧‍👧 🇺🇦"
"Oct 15, 2023 · 10:21 PM UTC",#standwithpalestine,@Rez_Tweetz,,"Human beings are dying. If you don't care, you are a DEMON. #FreePalestine #StandWithPalestine #StandWithGaza FUCK YOUR POLITICS"
"Oct 17, 2023 · 11:58 PM UTC",#freepalestine,@Shawarma60,,"SO PROUD OF MY CITY .   More than 5000 people protesting right now down town Montreal , Quebec, Canada. Screaming SOLIDARITY WITH PALESTINIANS  in french.   #FreePalestine"
"Oct 8, 2023 · 9:37 PM UTC",#indiastandswithisrael,@TVu9o,,"इस्राइल हाथियार नहीं उठाएगा तो चंददिनों में नक्शे से गायब हो जायेगा , #Israel #Israel_under_attack #IsraelUnderAttack #ऑपरेशन_स्वॉर्ड #इजराइल #IndiaStandsWithIsrael"
"Oct 13, 2023 · 11:59 PM UTC",#israel,@WendellLMalone1,,"A family friend plowed this into his field in Lakewood, #NM.  #Israel #IsraelAtWar #IsraelUnderAttack #IsraelHamasWar #Pray4Israel #IStandWithIsrael"
"Oct 15, 2023 · 11:50 PM UTC",#standwithisrael,@Marym1269Moore,,"Wow! Such brave warriors!! Thank you for helping, may God Bless the both of you, always! #StandWithIsrael"
